NAME,DATE,ROUTE,PLOT_NUM,P_LOCATION,CL_UNCL,PITCH_NUM,GRADE_CAT,GRADE,STARS,ROUTE_TYPE,TOT_PITCH,TOT_HEIGHT,ASPECT_ORD,ASPECT_DEG,ASPECT_NORTH,ASPECT_EAST,MACRO,CANOPY_COV,T_LOCATION,SLOPE,HEIGHT_DOWN,LEDGE1_L,LEDGE1_W,LEDGE2_L,LEDGE2_W,LEDGE3_L,LEDGE3_W,LEDGE4_L,LEDGE4_W,LEDGE5_L,LEDGE5_W,LEDGE6_L,LEDGE6_W,LEDGE7_L,LEDGE7_W,LEDGE8_L,LEDGE8_W,LEDGE9_L,LEDGE9_W,CRACK1_L,CRACK1_W,CRACK1_D,CRACK2_L,CRACK2_W,CRACK2_D,CRACK3_L,CRACK3_W,CRACK3_D,POCKET1_L,POCKET1_W,POCKET1_D,,BLAFLA,BLASM,BLASQ,BLAWHT,BLBRDOT,BLGRDOT,BLKPDR,BLWHDOT,BRBLDOT,BRBLKBDR,BRBLKCRST,BRGCRUST,BRNFOL,BRNGRCRST,BRNGRFOL,BRNREIN,BRNWART,BRNYELL,BROPDR,BUBLGUM,CLAD,CLADBRS,CLADBSTK,CLADFLA,CLADPIX,CLADRC,CLADSQ,CLADSTLK,GRBBRD,GREEREIN,GREEWART,GREMED,GREPAPER,GRESMSQ,GREYBLDOT,GREYFOL,GREYPDR,GREYREIN,GRMED,GRMEDSQ,GRNCIL,GRNCRST,GRNFOL,GRNPDR,GRNSM,GRNSQB,GRNWART,GRNWDE,GRWIDE,GRYBR,GRYBRN,JETBLK,MINGREY,MINTPDR,PAPER,PNKBLA,PNKCRST,PSYCHO,PUFFHYP,RAMALI,RCKTRIPC,REDCRST,REINDEER,ROCKTRP,SHIELD,SOILCR,TANBUB,TANCUP,TEALCRST,TNYBRNCH,TOADGR,TOADSK,USNEA,WHBLDOT,WHITBUB,WHITEFOL,WHITREIN,WHPDR,YELLWART,YELPDR,Moss_2,Moss_3,Moss_4,Moss_5,Moss_6,Moss_7,Moss_8,Moss_9,Moss_10,Moss_11,Moss_12,Moss_13,Moss_14,Moss_15,Moss_16,And_rothii,Atr_angustatum,Bry_sp,Buc_venusta,Cam_tallulensis,Cer_purpureus,Dic_heteromalla,Dic_montanum,Dic_scoparium,Dic_varia,Dip_apiculatum,Dit_lineare,Dit_pusillum,Gri_pilifera,Hup_appalachiana,Leu_albidum,Leu_glaucum,Poc_juniperinum,Poh_nutans,Pol_commune,Pol_juniperinum,Pol_piliferum,Pol_strictum,Pse_elegans,Rac_heterostichum,Wei_controversa,Ace_saccharum,Agr_parennans,And_virginicus var virginicus,Bet_alleghaniensis,Car_2,Car_3,Car_4,Car_5,Car_6,Car_7,Car_umbellata,Cor_major,Den_punctilobula,Dic_accumulatum,Gal_urceolata,Graminoid_1,Hyd_petiolaris,Kal_buxifolia,Kal_latifolia,Kri_dandelion,Nys_sylvatica,Oxy_arboreum,Par_argrocoma,Pin_rigida,Rho_major,Rho_minus,Rub_allegheniensis,Sel_tortipila,Sib_tridentata,Sol_1,Sor_americana,Spo_1,Sym_1,Vac_corymbosum,Plant_1,Plant_3,Plant_4,Plant_5
HELMET VARIATION_4_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,4,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,105,8,5,2.5,6,1.5,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELMET VARIATION_5_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,5,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,95,13,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELMET VARIATION_6_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,6,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,95,13,15,2.5,8,2,5,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELMET VARIATION_7_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,7,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,100,18,8,2.5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELMET VARIATION_8_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,8,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,100,18,11,4,12,3,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELMET VARIATION_9_CLIMBED_1&2,19-Jun-19,HELMET VARIATION,9,FACE,CLIMBED,1&2,MODERATE,5.8,2.1,T,3,30,E,155,-0.91,0.42,SEEPY,0,TR,115,25,9,3.5,8,2.5,5,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_1_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,1,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,2,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.5,0,0,0,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_1_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,1,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,105,2,49,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_10_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,14,11,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_10_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,95,14,24,2,11,2,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_1B_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_1B_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_2_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,2,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_2_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,2,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,,2,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_2B_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_2B_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_3_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,3,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,105,5,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0.5,24,2,0.5,0,0,0,0,0,0,35,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_3_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,3,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_4_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,4,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,105,5,32,6.5,39,1.5,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,1.5,31,0,0,0,0,9,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_4_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,4,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,5,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_5_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,5,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,105,8,12,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,12,0,0,0,0,0,0,0,0,0,31,0,0,0,0,9,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_5_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,5,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,8,27,0.5,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_6_CLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,6,FACE,CLIMBED,1,ADVANCED,5.10a,2.7,S,1,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,105,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IF YOU BOLT IT THEY WILL COME_6_UNCLIMBED_1,26-Jun-19,IF YOU BOLT IT THEY WILL COME,6,FACE,UNCLIMBED,1,UNCLIMBED,,,,,20,N,310,0.64,-0.77,LARGE OVERHANG ABOVE ROUTE,0,HB,100,8,7,0.5,14,1,8,1,7,1,11,0.5,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
