Year,Date,GPS.E..Start.,GPS.N..Start.,GPS.E..End.,GPS.N..End.,Channel.Width..m.,Point.Spacing..Paces.,Site,Transect,Point,Top,Second,Third,Fourth,Fifth,Sixth,Surface,Height,Top.1,Second.1,Third.1,Fourth.1,Fifth.1,Sixth.1,TOTAL,FAC.cvr,FAC.comp,FACW.cvr,FACW.comp,FACU.cvr,FACU.comp,OBL.cvr,OBL.comp,UPL.cvr,UPL.comp,NONE.cvr,NONE.comp,LITTER.cvr,LITTER.comp,GRASS.OR.GRASSLIKE.cvr,GRASS OR GRASSLIKE.comp,FORB.cvr,FORB.comp,WOODY.cvr,WOODY.comp
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,2,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,3,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,4,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,5,,HL,,,,,S,L, ,LITTER, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,6,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,7,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,8,IRMI,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,9,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,10,IRMI,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,11,ALPR3,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,12,ALPR3,JUBA,MAST4,,,,S,L,FACW,FACW,FACU, , , ,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,13,ALPR3,POGR9,HL,,,,S,L,FACW,FAC,LITTER, , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,14,ALPR3,MAST4,HL,,,,S,L,FACW,FACU,LITTER, , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,15,ALPR3,POGR9,HL,,,,S,L,FACW,FAC,LITTER, , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,16,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,17,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,18,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,19,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,20,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,21,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,22,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,23,ALPR3,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,24,RUMEX,CASI2,HL,,,,S,L,NONE,OBL,LITTER, , , ,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,25,MAST4,CASI2,WL,,,,S,L,FACU,OBL,LITTER, , , ,2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,26,SALIX,CASI2,HL,,,,S,C,NONE,OBL,LITTER, , , ,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,27,ALBR9,MAST4,HL,,,,S,L,NONE,FACU,LITTER, , , ,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,2,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,28,ROWO,MAST4,WL,,,,S,L,FACU,FACU,LITTER, , , ,2,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,29,SALIX,ROWO,MAST4,HL,,,S,C,NONE,FACU,FACU,LITTER, , ,3,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,1,1,2
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,30,ALPR3,ENOC,HL,HL,,,S,L,FACW,NONE,LITTER,LITTER, , ,2,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,31,ALPR3,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,32,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,33,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,34,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,35,ALPR3,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,36,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,37,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,38,ALPR3,JUBA,IRMI,HL,,,S,L,FACW,FACW,FACW,LITTER, , ,3,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,39,JUBA,ALPR3,POGR9,HL,,,S,L,FACW,FACW,FAC,LITTER, , ,3,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,40,ALPR3,JUBA,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,41,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,42,JUBA,ALPR3,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,43,JUBA,ALPR3,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,44,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,45,JUBA,ALPR3,POGR9,,,,S,L,FACW,FACW,FAC, , , ,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,46,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,47,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,48,JUBA,ALPR3,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,49,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,50,ALPR3,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,51,JUBA,ALPR3,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,52,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,53,JUBA,IRMI,HL,,,,S,L,FACW,FACW,LITTER, , , ,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,54,ALPR3,POGR9,HL,,,,S,L,FACW,FAC,LITTER, , , ,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,55,JUBA,CANE2,POGR9,HL,,,S,L,FACW,OBL,FAC,LITTER, , ,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,2,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,56,IRMI,JUBA,MAST4,HL,,,S,L,FACW,FACW,FACU,LITTER, , ,3,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,57,BRIN2,HL,,,,,S,L,FACU,LITTER, , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,58,BRIN2,,,,,,S,L,FACU, , , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,59,BRIN2,IRMI,HL,,,,S,L,FACU,FACW,LITTER, , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,60,JUBA,BRIN2,HL,,,,S,L,FACW,FACU,LITTER, , , ,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,61,BRIN2,HL,,,,,S,L,FACU,LITTER, , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,62,BRIN2,HL,,,,,S,L,FACU,LITTER, , , , ,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2021,6/24/2021,712220,4813306,712197,4813341,.,.,East Fork,2,63,JUBA,HL,,,,,S,L,FACW,LITTER, , , , ,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
